Variable,Long Name,Unit,Make,Sensor,Process Level,Study Domain,Temporal Resolution,Spatial Resolution,Comment,Dataset Name,Data Source,Distributor,Dataset Description,Dataset_ID,ID,Table_Name,Keywords
argo_merge_down_irr555_adj,Adjusted Downwelling Irradiance at 555 nanometers,W/m^2/nm,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,468,tblArgoMerge_REP,555 adjusted downwelling irradiance argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_down_irr555_adj_err,Adjusted Downwelling Irradiance Error at 555 nanometers,W/m^2/nm,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,469,tblArgoMerge_REP,555 error adjusted downwelling irradiance argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_up_irr,Upwelling Irradiance at x nanometers,W/m^2/nm,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,470,tblArgoMerge_REP,upwelling irradiance argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_up_irr_adj,Adjusted Upwelling Irradiance at x nanometers,W/m^2/nm,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,471,tblArgoMerge_REP,adjusted upwelling irradiance argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_up_irr_adj_err,Adjusted Upwelling Irradiance Error at x nanometers,W/m^2/nm,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,472,tblArgoMerge_REP,error adjusted upwelling irradiance argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_up_irr412,Upwelling Irradiance at 412 nanometers,W/m^2/nm,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,473,tblArgoMerge_REP,412 upwelling irradiance argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_up_irr412_adj,Adjusted Upwelling Irradiance at 412 nanometers,W/m^2/nm,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,474,tblArgoMerge_REP,412 adjusted upwelling irradiance argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_up_irr412_adj_err,Adjusted Upwelling Irradiance Error at 412 nanometers,W/m^2/nm,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,475,tblArgoMerge_REP,412 error adjusted upwelling irradiance argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_up_irr443,Upwelling Irradiance at 443 nanometers,W/m^2/nm,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,476,tblArgoMerge_REP,443 upwelling irradiance argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_up_irr443_adj,Adjusted Upwelling Irradiance at 443 nanometers,W/m^2/nm,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,477,tblArgoMerge_REP,443 adjusted upwelling irradiance argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_up_irr443_adj_err,Adjusted Upwelling Irradiance Error at 443 nanometers,W/m^2/nm,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,478,tblArgoMerge_REP,443 error adjusted upwelling irradiance argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_up_irr490,Upwelling Irradiance at 490 nanometers,W/m^2/nm,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,479,tblArgoMerge_REP,490 upwelling irradiance argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_up_irr490_adj,Adjusted Upwelling Irradiance at 490 nanometers,W/m^2/nm,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,480,tblArgoMerge_REP,490 adjusted upwelling irradiance argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_up_irr490_adj_err,Adjusted Upwelling Irradiance Error at 490 nanometers,W/m^2/nm,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,481,tblArgoMerge_REP,490 error adjusted upwelling irradiance argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_up_irr555,Upwelling Irradiance at 555 nanometers,W/m^2/nm,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,482,tblArgoMerge_REP,555 upwelling irradiance argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_up_irr555_adj,Adjusted Upwelling Irradiance at 555 nanometers,W/m^2/nm,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,483,tblArgoMerge_REP,555 adjusted upwelling irradiance argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
argo_merge_up_irr555_adj_err,Adjusted Upwelling Irradiance Error at 555 nanometers,W/m^2/nm,Observation,In-Situ,Reprocessed,Biogeochemistry,Irregular,Irregular,,Reprocessed Argo Merge (Phys+Bio) Profiles,http://www.argo.ucsd.edu/,ftp://usgodae.org/pub/outgoing/argo,"""Argo is a global array of 3,800 free-drifting profiling floats that measures thetemperature and salinity of the upper 2000 m of the ocean.  This allows, for the first time, continuous monitoring of the temperature, salinity, and velocity of the upper ocean, with all data being relayed and made publicly available within hours after collection.""   http://www.argo.ucsd.edu/",29,484,tblArgoMerge_REP,555 error adjusted upwelling irradiance argo merge phys physics bio biogeo biology insitu in-situ observation rep reprocessed
